"","V1","V2","V3","V4","V5"
"2564","TX",48,81,"Coke County","H1"
"2565","TX",48,83,"Coleman County","H1"
"2566","TX",48,85,"Collin County","H1"
"2567","TX",48,87,"Collingsworth County","H1"
"2568","TX",48,89,"Colorado County","H1"
"2569","TX",48,91,"Comal County","H1"
"2570","TX",48,93,"Comanche County","H1"
"2571","TX",48,95,"Concho County","H1"
"2572","TX",48,97,"Cooke County","H1"
"2573","TX",48,99,"Coryell County","H1"
"2574","TX",48,101,"Cottle County","H1"
"2575","TX",48,103,"Crane County","H1"
"2576","TX",48,105,"Crockett County","H1"
"2577","TX",48,107,"Crosby County","H1"
"2578","TX",48,109,"Culberson County","H1"
"2579","TX",48,111,"Dallam County","H1"
"2580","TX",48,113,"Dallas County","H1"
"2581","TX",48,115,"Dawson County","H1"
"2582","TX",48,117,"Deaf Smith County","H1"
"2583","TX",48,119,"Delta County","H1"
"2584","TX",48,121,"Denton County","H1"
"2585","TX",48,123,"DeWitt County","H1"
"2586","TX",48,125,"Dickens County","H1"
"2587","TX",48,127,"Dimmit County","H1"
"2588","TX",48,129,"Donley County","H1"
"2589","TX",48,131,"Duval County","H1"
"2590","TX",48,133,"Eastland County","H1"
"2591","TX",48,135,"Ector County","H1"
"2592","TX",48,137,"Edwards County","H1"
"2593","TX",48,139,"Ellis County","H1"
"2594","TX",48,141,"El Paso County","H1"
"2595","TX",48,143,"Erath County","H1"
"2596","TX",48,145,"Falls County","H1"
"2597","TX",48,147,"Fannin County","H1"
"2598","TX",48,149,"Fayette County","H1"
"2599","TX",48,151,"Fisher County","H1"
"2600","TX",48,153,"Floyd County","H1"
"2601","TX",48,155,"Foard County","H1"
"2602","TX",48,157,"Fort Bend County","H1"
"2603","TX",48,159,"Franklin County","H1"
"2604","TX",48,161,"Freestone County","H1"
"2605","TX",48,163,"Frio County","H1"
"2606","TX",48,165,"Gaines County","H1"
"2607","TX",48,167,"Galveston County","H1"
"2608","TX",48,169,"Garza County","H1"
"2609","TX",48,171,"Gillespie County","H1"
"2610","TX",48,173,"Glasscock County","H1"
"2611","TX",48,175,"Goliad County","H1"
"2612","TX",48,177,"Gonzales County","H1"
"2613","TX",48,179,"Gray County","H1"
"2614","TX",48,181,"Grayson County","H1"
"2615","TX",48,183,"Gregg County","H1"
"2616","TX",48,185,"Grimes County","H1"
"2617","TX",48,187,"Guadalupe County","H1"
"2618","TX",48,189,"Hale County","H1"
"2619","TX",48,191,"Hall County","H1"
"2620","TX",48,193,"Hamilton County","H1"
"2621","TX",48,195,"Hansford County","H1"
"2622","TX",48,197,"Hardeman County","H1"
"2623","TX",48,199,"Hardin County","H1"
"2624","TX",48,201,"Harris County","H1"
"2625","TX",48,203,"Harrison County","H1"
"2626","TX",48,205,"Hartley County","H1"
"2627","TX",48,207,"Haskell County","H1"
"2628","TX",48,209,"Hays County","H1"
"2629","TX",48,211,"Hemphill County","H1"
"2630","TX",48,213,"Henderson County","H1"
"2631","TX",48,215,"Hidalgo County","H1"
"2632","TX",48,217,"Hill County","H1"
"2633","TX",48,219,"Hockley County","H1"
"2634","TX",48,221,"Hood County","H1"
"2635","TX",48,223,"Hopkins County","H1"
"2636","TX",48,225,"Houston County","H1"
"2637","TX",48,227,"Howard County","H1"
"2638","TX",48,229,"Hudspeth County","H1"
"2639","TX",48,231,"Hunt County","H1"
"2640","TX",48,233,"Hutchinson County","H1"
"2641","TX",48,235,"Irion County","H1"
"2642","TX",48,237,"Jack County","H1"
"2643","TX",48,239,"Jackson County","H1"
"2644","TX",48,241,"Jasper County","H1"
"2645","TX",48,243,"Jeff Davis County","H1"
"2646","TX",48,245,"Jefferson County","H1"
"2647","TX",48,247,"Jim Hogg County","H1"
"2648","TX",48,249,"Jim Wells County","H1"
"2649","TX",48,251,"Johnson County","H1"
"2650","TX",48,253,"Jones County","H1"
"2651","TX",48,255,"Karnes County","H1"
"2652","TX",48,257,"Kaufman County","H1"
"2653","TX",48,259,"Kendall County","H1"
"2654","TX",48,261,"Kenedy County","H1"
"2655","TX",48,263,"Kent County","H1"
"2656","TX",48,265,"Kerr County","H1"
"2657","TX",48,267,"Kimble County","H1"
"2658","TX",48,269,"King County","H1"
"2659","TX",48,271,"Kinney County","H1"
"2660","TX",48,273,"Kleberg County","H1"
"2661","TX",48,275,"Knox County","H1"
"2662","TX",48,277,"Lamar County","H1"
"2663","TX",48,279,"Lamb County","H1"
"2664","TX",48,281,"Lampasas County","H1"
"2665","TX",48,283,"La Salle County","H1"
"2666","TX",48,285,"Lavaca County","H1"
"2667","TX",48,287,"Lee County","H1"
"2668","TX",48,289,"Leon County","H1"
"2669","TX",48,291,"Liberty County","H1"
"2670","TX",48,293,"Limestone County","H1"
"2671","TX",48,295,"Lipscomb County","H1"
"2672","TX",48,297,"Live Oak County","H1"
"2673","TX",48,299,"Llano County","H1"
"2674","TX",48,301,"Loving County","H1"
"2675","TX",48,303,"Lubbock County","H1"
"2676","TX",48,305,"Lynn County","H1"
"2677","TX",48,307,"McCulloch County","H1"
"2678","TX",48,309,"McLennan County","H1"
"2679","TX",48,311,"McMullen County","H1"
"2680","TX",48,313,"Madison County","H1"
"2681","TX",48,315,"Marion County","H1"
"2682","TX",48,317,"Martin County","H1"
"2683","TX",48,319,"Mason County","H1"
"2684","TX",48,321,"Matagorda County","H1"
"2685","TX",48,323,"Maverick County","H1"
"2686","TX",48,325,"Medina County","H1"
"2687","TX",48,327,"Menard County","H1"
"2688","TX",48,329,"Midland County","H1"
"2689","TX",48,331,"Milam County","H1"
"2690","TX",48,333,"Mills County","H1"
"2691","TX",48,335,"Mitchell County","H1"
"2692","TX",48,337,"Montague County","H1"
"2693","TX",48,339,"Montgomery County","H1"
"2694","TX",48,341,"Moore County","H1"
"2695","TX",48,343,"Morris County","H1"
"2696","TX",48,345,"Motley County","H1"
"2697","TX",48,347,"Nacogdoches County","H1"
"2698","TX",48,349,"Navarro County","H1"
"2699","TX",48,351,"Newton County","H1"
"2700","TX",48,353,"Nolan County","H1"
"2701","TX",48,355,"Nueces County","H1"
"2702","TX",48,357,"Ochiltree County","H1"
"2703","TX",48,359,"Oldham County","H1"
"2704","TX",48,361,"Orange County","H1"
"2705","TX",48,363,"Palo Pinto County","H1"
"2706","TX",48,365,"Panola County","H1"
"2707","TX",48,367,"Parker County","H1"
"2708","TX",48,369,"Parmer County","H1"
"2709","TX",48,371,"Pecos County","H1"
"2710","TX",48,373,"Polk County","H1"
"2711","TX",48,375,"Potter County","H1"
"2712","TX",48,377,"Presidio County","H1"
"2713","TX",48,379,"Rains County","H1"
"2714","TX",48,381,"Randall County","H1"
"2715","TX",48,383,"Reagan County","H1"
"2716","TX",48,385,"Real County","H1"
"2717","TX",48,387,"Red River County","H1"
"2718","TX",48,389,"Reeves County","H1"
"2719","TX",48,391,"Refugio County","H1"
"2720","TX",48,393,"Roberts County","H1"
"2721","TX",48,395,"Robertson County","H1"
"2722","TX",48,397,"Rockwall County","H1"
"2723","TX",48,399,"Runnels County","H1"
"2724","TX",48,401,"Rusk County","H1"
"2725","TX",48,403,"Sabine County","H1"
"2726","TX",48,405,"San Augustine County","H1"
"2727","TX",48,407,"San Jacinto County","H1"
"2728","TX",48,409,"San Patricio County","H1"
"2729","TX",48,411,"San Saba County","H1"
"2730","TX",48,413,"Schleicher County","H1"
"2731","TX",48,415,"Scurry County","H1"
"2732","TX",48,417,"Shackelford County","H1"
"2733","TX",48,419,"Shelby County","H1"
"2734","TX",48,421,"Sherman County","H1"
"2735","TX",48,423,"Smith County","H1"
"2736","TX",48,425,"Somervell County","H1"
"2737","TX",48,427,"Starr County","H1"
"2738","TX",48,429,"Stephens County","H1"
"2739","TX",48,431,"Sterling County","H1"
"2740","TX",48,433,"Stonewall County","H1"
"2741","TX",48,435,"Sutton County","H1"
"2742","TX",48,437,"Swisher County","H1"
"2743","TX",48,439,"Tarrant County","H1"
"2744","TX",48,441,"Taylor County","H1"
"2745","TX",48,443,"Terrell County","H1"
"2746","TX",48,445,"Terry County","H1"
"2747","TX",48,447,"Throckmorton County","H1"
"2748","TX",48,449,"Titus County","H1"
"2749","TX",48,451,"Tom Green County","H1"
"2750","TX",48,453,"Travis County","H1"
"2751","TX",48,455,"Trinity County","H1"
"2752","TX",48,457,"Tyler County","H1"
"2753","TX",48,459,"Upshur County","H1"
"2754","TX",48,461,"Upton County","H1"
"2755","TX",48,463,"Uvalde County","H1"
"2756","TX",48,465,"Val Verde County","H1"
"2757","TX",48,467,"Van Zandt County","H1"
"2758","TX",48,469,"Victoria County","H1"
"2759","TX",48,471,"Walker County","H1"
"2760","TX",48,473,"Waller County","H1"
"2761","TX",48,475,"Ward County","H1"
"2762","TX",48,477,"Washington County","H1"
"2763","TX",48,479,"Webb County","H1"
"2764","TX",48,481,"Wharton County","H1"
"2765","TX",48,483,"Wheeler County","H1"
"2766","TX",48,485,"Wichita County","H1"
"2767","TX",48,487,"Wilbarger County","H1"
"2768","TX",48,489,"Willacy County","H1"
"2769","TX",48,491,"Williamson County","H1"
"2770","TX",48,493,"Wilson County","H1"
"2771","TX",48,495,"Winkler County","H1"
"2772","TX",48,497,"Wise County","H1"
"2773","TX",48,499,"Wood County","H1"
"2774","TX",48,501,"Yoakum County","H1"
"2775","TX",48,503,"Young County","H1"
"2776","TX",48,505,"Zapata County","H1"
"2777","TX",48,507,"Zavala County","H1"
"2778","UT",49,1,"Beaver County","H1"
"2779","UT",49,3,"Box Elder County","H1"
"2780","UT",49,5,"Cache County","H1"
"2781","UT",49,7,"Carbon County","H1"
"2782","UT",49,9,"Daggett County","H1"
"2783","UT",49,11,"Davis County","H1"
"2784","UT",49,13,"Duchesne County","H1"
"2785","UT",49,15,"Emery County","H1"
"2786","UT",49,17,"Garfield County","H1"
"2787","UT",49,19,"Grand County","H1"
"2788","UT",49,21,"Iron County","H1"
"2789","UT",49,23,"Juab County","H1"
"2790","UT",49,25,"Kane County","H1"
"2791","UT",49,27,"Millard County","H1"
"2792","UT",49,29,"Morgan County","H1"
"2793","UT",49,31,"Piute County","H1"
"2794","UT",49,33,"Rich County","H1"
"2795","UT",49,35,"Salt Lake County","H1"
"2796","UT",49,37,"San Juan County","H1"
"2797","UT",49,39,"Sanpete County","H1"
"2798","UT",49,41,"Sevier County","H1"
"2799","UT",49,43,"Summit County","H1"
"2800","UT",49,45,"Tooele County","H1"
"2801","UT",49,47,"Uintah County","H1"
"2802","UT",49,49,"Utah County","H1"
"2803","UT",49,51,"Wasatch County","H1"
"2804","UT",49,53,"Washington County","H1"
"2805","UT",49,55,"Wayne County","H1"
"2806","UT",49,57,"Weber County","H1"
"2807","VT",50,1,"Addison County","H1"
"2808","VT",50,3,"Bennington County","H1"
"2809","VT",50,5,"Caledonia County","H1"
"2810","VT",50,7,"Chittenden County","H1"
"2811","VT",50,9,"Essex County","H1"
"2812","VT",50,11,"Franklin County","H1"
"2813","VT",50,13,"Grand Isle County","H1"
"2814","VT",50,15,"Lamoille County","H1"
"2815","VT",50,17,"Orange County","H1"
"2816","VT",50,19,"Orleans County","H1"
"2817","VT",50,21,"Rutland County","H1"
"2818","VT",50,23,"Washington County","H1"
"2819","VT",50,25,"Windham County","H1"
"2820","VT",50,27,"Windsor County","H1"
"2821","VA",51,1,"Accomack County","H1"
"2822","VA",51,3,"Albemarle County","H1"
"2823","VA",51,5,"Alleghany County","H1"
"2824","VA",51,7,"Amelia County","H1"
"2825","VA",51,9,"Amherst County","H1"
"2826","VA",51,11,"Appomattox County","H1"
"2827","VA",51,13,"Arlington County","H1"
"2828","VA",51,15,"Augusta County","H1"
"2829","VA",51,17,"Bath County","H1"
"2830","VA",51,19,"Bedford County","H1"
"2831","VA",51,21,"Bland County","H1"
"2832","VA",51,23,"Botetourt County","H1"
"2833","VA",51,25,"Brunswick County","H1"
"2834","VA",51,27,"Buchanan County","H1"
"2835","VA",51,29,"Buckingham County","H1"
"2836","VA",51,31,"Campbell County","H1"
"2837","VA",51,33,"Caroline County","H1"
"2838","VA",51,35,"Carroll County","H1"
"2839","VA",51,36,"Charles City County","H1"
"2840","VA",51,37,"Charlotte County","H1"
"2841","VA",51,41,"Chesterfield County","H1"
"2842","VA",51,43,"Clarke County","H1"
"2843","VA",51,45,"Craig County","H1"
"2844","VA",51,47,"Culpeper County","H1"
"2845","VA",51,49,"Cumberland County","H1"
"2846","VA",51,51,"Dickenson County","H1"
"2847","VA",51,53,"Dinwiddie County","H1"
"2848","VA",51,57,"Essex County","H1"
"2849","VA",51,59,"Fairfax County","H1"
"2850","VA",51,61,"Fauquier County","H1"
"2851","VA",51,63,"Floyd County","H1"
"2852","VA",51,65,"Fluvanna County","H1"
"2853","VA",51,67,"Franklin County","H1"
"2854","VA",51,69,"Frederick County","H1"
"2855","VA",51,71,"Giles County","H1"
"2856","VA",51,73,"Gloucester County","H1"
"2857","VA",51,75,"Goochland County","H1"
"2858","VA",51,77,"Grayson County","H1"
"2859","VA",51,79,"Greene County","H1"
"2860","VA",51,81,"Greensville County","H1"
"2861","VA",51,83,"Halifax County","H1"
"2862","VA",51,85,"Hanover County","H1"
"2863","VA",51,87,"Henrico County","H1"
"2864","VA",51,89,"Henry County","H1"
"2865","VA",51,91,"Highland County","H1"
"2866","VA",51,93,"Isle of Wight County","H1"
"2867","VA",51,95,"James City County","H1"
"2868","VA",51,97,"King and Queen County","H1"
"2869","VA",51,99,"King George County","H1"
"2870","VA",51,101,"King William County","H1"
"2871","VA",51,103,"Lancaster County","H1"
"2872","VA",51,105,"Lee County","H1"
"2873","VA",51,107,"Loudoun County","H1"
"2874","VA",51,109,"Louisa County","H1"
"2875","VA",51,111,"Lunenburg County","H1"
"2876","VA",51,113,"Madison County","H1"
"2877","VA",51,115,"Mathews County","H1"
"2878","VA",51,117,"Mecklenburg County","H1"
"2879","VA",51,119,"Middlesex County","H1"
"2880","VA",51,121,"Montgomery County","H1"
"2881","VA",51,125,"Nelson County","H1"
"2882","VA",51,127,"New Kent County","H1"
"2883","VA",51,131,"Northampton County","H1"
"2884","VA",51,133,"Northumberland County","H1"
"2885","VA",51,135,"Nottoway County","H1"
"2886","VA",51,137,"Orange County","H1"
"2887","VA",51,139,"Page County","H1"
"2888","VA",51,141,"Patrick County","H1"
"2889","VA",51,143,"Pittsylvania County","H1"
"2890","VA",51,145,"Powhatan County","H1"
"2891","VA",51,147,"Prince Edward County","H1"
"2892","VA",51,149,"Prince George County","H1"
"2893","VA",51,153,"Prince William County","H1"
"2894","VA",51,155,"Pulaski County","H1"
"2895","VA",51,157,"Rappahannock County","H1"
"2896","VA",51,159,"Richmond County","H1"
"2897","VA",51,161,"Roanoke County","H1"
"2898","VA",51,163,"Rockbridge County","H1"
"2899","VA",51,165,"Rockingham County","H1"
"2900","VA",51,167,"Russell County","H1"
"2901","VA",51,169,"Scott County","H1"
"2902","VA",51,171,"Shenandoah County","H1"
"2903","VA",51,173,"Smyth County","H1"
"2904","VA",51,175,"Southampton County","H1"
"2905","VA",51,177,"Spotsylvania County","H1"
"2906","VA",51,179,"Stafford County","H1"
"2907","VA",51,181,"Surry County","H1"
"2908","VA",51,183,"Sussex County","H1"
"2909","VA",51,185,"Tazewell County","H1"
"2910","VA",51,187,"Warren County","H1"
"2911","VA",51,191,"Washington County","H1"
"2912","VA",51,193,"Westmoreland County","H1"
"2913","VA",51,195,"Wise County","H1"
"2914","VA",51,197,"Wythe County","H1"
"2915","VA",51,199,"York County","H1"
"2916","VA",51,510,"Alexandria city","C7"
"2917","VA",51,515,"Bedford city","C7"
"2918","VA",51,520,"Bristol city","C7"
"2919","VA",51,530,"Buena Vista city","C7"
"2920","VA",51,540,"Charlottesville city","C7"
"2921","VA",51,550,"Chesapeake city","C7"
"2922","VA",51,570,"Colonial Heights city","C7"
"2923","VA",51,580,"Covington city","C7"
"2924","VA",51,590,"Danville city","C7"
"2925","VA",51,595,"Emporia city","C7"
"2926","VA",51,600,"Fairfax city","C7"
"2927","VA",51,610,"Falls Church city","C7"
"2928","VA",51,620,"Franklin city","C7"
"2929","VA",51,630,"Fredericksburg city","C7"
"2930","VA",51,640,"Galax city","C7"
"2931","VA",51,650,"Hampton city","C7"
"2932","VA",51,660,"Harrisonburg city","C7"
"2933","VA",51,670,"Hopewell city","C7"
"2934","VA",51,678,"Lexington city","C7"
"2935","VA",51,680,"Lynchburg city","C7"
"2936","VA",51,683,"Manassas city","C7"
"2937","VA",51,685,"Manassas Park city","C7"
"2938","VA",51,690,"Martinsville city","C7"
"2939","VA",51,700,"Newport News city","C7"
"2940","VA",51,710,"Norfolk city","C7"
"2941","VA",51,720,"Norton city","C7"
"2942","VA",51,730,"Petersburg city","C7"
"2943","VA",51,735,"Poquoson city","C7"
"2944","VA",51,740,"Portsmouth city","C7"
"2945","VA",51,750,"Radford city","C7"
"2946","VA",51,760,"Richmond city","C7"
"2947","VA",51,770,"Roanoke city","C7"
"2948","VA",51,775,"Salem city","C7"
"2949","VA",51,790,"Staunton city","C7"
"2950","VA",51,800,"Suffolk city","C7"
"2951","VA",51,810,"Virginia Beach city","C7"
"2952","VA",51,820,"Waynesboro city","C7"
"2953","VA",51,830,"Williamsburg city","C7"
"2954","VA",51,840,"Winchester city","C7"
"2955","WA",53,1,"Adams County","H1"
"2956","WA",53,3,"Asotin County","H1"
"2957","WA",53,5,"Benton County","H1"
"2958","WA",53,7,"Chelan County","H1"
"2959","WA",53,9,"Clallam County","H1"
"2960","WA",53,11,"Clark County","H1"
"2961","WA",53,13,"Columbia County","H1"
"2962","WA",53,15,"Cowlitz County","H1"
"2963","WA",53,17,"Douglas County","H1"
"2964","WA",53,19,"Ferry County","H1"
"2965","WA",53,21,"Franklin County","H1"
"2966","WA",53,23,"Garfield County","H1"
"2967","WA",53,25,"Grant County","H1"
"2968","WA",53,27,"Grays Harbor County","H1"
"2969","WA",53,29,"Island County","H1"
"2970","WA",53,31,"Jefferson County","H1"
"2971","WA",53,33,"King County","H1"
"2972","WA",53,35,"Kitsap County","H1"
"2973","WA",53,37,"Kittitas County","H1"
"2974","WA",53,39,"Klickitat County","H1"
"2975","WA",53,41,"Lewis County","H1"
"2976","WA",53,43,"Lincoln County","H1"
"2977","WA",53,45,"Mason County","H1"
"2978","WA",53,47,"Okanogan County","H1"
"2979","WA",53,49,"Pacific County","H1"
"2980","WA",53,51,"Pend Oreille County","H1"
"2981","WA",53,53,"Pierce County","H1"
"2982","WA",53,55,"San Juan County","H1"
"2983","WA",53,57,"Skagit County","H1"
"2984","WA",53,59,"Skamania County","H1"
"2985","WA",53,61,"Snohomish County","H1"
"2986","WA",53,63,"Spokane County","H1"
"2987","WA",53,65,"Stevens County","H1"
"2988","WA",53,67,"Thurston County","H1"
"2989","WA",53,69,"Wahkiakum County","H1"
"2990","WA",53,71,"Walla Walla County","H1"
"2991","WA",53,73,"Whatcom County","H1"
"2992","WA",53,75,"Whitman County","H1"
"2993","WA",53,77,"Yakima County","H1"
"2994","WV",54,1,"Barbour County","H1"
"2995","WV",54,3,"Berkeley County","H1"
"2996","WV",54,5,"Boone County","H1"
"2997","WV",54,7,"Braxton County","H1"
"2998","WV",54,9,"Brooke County","H1"
"2999","WV",54,11,"Cabell County","H1"
"3000","WV",54,13,"Calhoun County","H1"
"3001","WV",54,15,"Clay County","H1"
"3002","WV",54,17,"Doddridge County","H1"
"3003","WV",54,19,"Fayette County","H1"
"3004","WV",54,21,"Gilmer County","H1"
"3005","WV",54,23,"Grant County","H1"
"3006","WV",54,25,"Greenbrier County","H1"
"3007","WV",54,27,"Hampshire County","H1"
"3008","WV",54,29,"Hancock County","H1"
"3009","WV",54,31,"Hardy County","H1"
"3010","WV",54,33,"Harrison County","H1"
"3011","WV",54,35,"Jackson County","H1"
"3012","WV",54,37,"Jefferson County","H1"
"3013","WV",54,39,"Kanawha County","H1"
"3014","WV",54,41,"Lewis County","H1"
"3015","WV",54,43,"Lincoln County","H1"
"3016","WV",54,45,"Logan County","H1"
"3017","WV",54,47,"McDowell County","H1"
"3018","WV",54,49,"Marion County","H1"
"3019","WV",54,51,"Marshall County","H1"
"3020","WV",54,53,"Mason County","H1"
"3021","WV",54,55,"Mercer County","H1"
"3022","WV",54,57,"Mineral County","H1"
"3023","WV",54,59,"Mingo County","H1"
"3024","WV",54,61,"Monongalia County","H1"
"3025","WV",54,63,"Monroe County","H1"
"3026","WV",54,65,"Morgan County","H1"
"3027","WV",54,67,"Nicholas County","H1"
"3028","WV",54,69,"Ohio County","H1"
"3029","WV",54,71,"Pendleton County","H1"
"3030","WV",54,73,"Pleasants County","H1"
"3031","WV",54,75,"Pocahontas County","H1"
"3032","WV",54,77,"Preston County","H1"
"3033","WV",54,79,"Putnam County","H1"
"3034","WV",54,81,"Raleigh County","H1"
"3035","WV",54,83,"Randolph County","H1"
"3036","WV",54,85,"Ritchie County","H1"
"3037","WV",54,87,"Roane County","H1"
"3038","WV",54,89,"Summers County","H1"
"3039","WV",54,91,"Taylor County","H1"
"3040","WV",54,93,"Tucker County","H1"
"3041","WV",54,95,"Tyler County","H1"
"3042","WV",54,97,"Upshur County","H1"
"3043","WV",54,99,"Wayne County","H1"
"3044","WV",54,101,"Webster County","H1"
"3045","WV",54,103,"Wetzel County","H1"
"3046","WV",54,105,"Wirt County","H1"
"3047","WV",54,107,"Wood County","H1"
"3048","WV",54,109,"Wyoming County","H1"
"3049","WI",55,1,"Adams County","H1"
"3050","WI",55,3,"Ashland County","H1"
"3051","WI",55,5,"Barron County","H1"
"3052","WI",55,7,"Bayfield County","H1"
"3053","WI",55,9,"Brown County","H1"
"3054","WI",55,11,"Buffalo County","H1"
"3055","WI",55,13,"Burnett County","H1"
"3056","WI",55,15,"Calumet County","H1"
"3057","WI",55,17,"Chippewa County","H1"
"3058","WI",55,19,"Clark County","H1"
"3059","WI",55,21,"Columbia County","H1"
"3060","WI",55,23,"Crawford County","H1"
"3061","WI",55,25,"Dane County","H1"
"3062","WI",55,27,"Dodge County","H1"
"3063","WI",55,29,"Door County","H1"
"3064","WI",55,31,"Douglas County","H1"
"3065","WI",55,33,"Dunn County","H1"
"3066","WI",55,35,"Eau Claire County","H1"
"3067","WI",55,37,"Florence County","H1"
"3068","WI",55,39,"Fond du Lac County","H1"
"3069","WI",55,41,"Forest County","H1"
"3070","WI",55,43,"Grant County","H1"
"3071","WI",55,45,"Green County","H1"
"3072","WI",55,47,"Green Lake County","H1"
"3073","WI",55,49,"Iowa County","H1"
"3074","WI",55,51,"Iron County","H1"
"3075","WI",55,53,"Jackson County","H1"
"3076","WI",55,55,"Jefferson County","H1"
"3077","WI",55,57,"Juneau County","H1"
"3078","WI",55,59,"Kenosha County","H1"
"3079","WI",55,61,"Kewaunee County","H1"
"3080","WI",55,63,"La Crosse County","H1"
"3081","WI",55,65,"Lafayette County","H1"
"3082","WI",55,67,"Langlade County","H1"
"3083","WI",55,69,"Lincoln County","H1"
"3084","WI",55,71,"Manitowoc County","H1"
"3085","WI",55,73,"Marathon County","H1"
"3086","WI",55,75,"Marinette County","H1"
"3087","WI",55,77,"Marquette County","H1"
"3088","WI",55,78,"Menominee County","H1"
"3089","WI",55,79,"Milwaukee County","H1"
"3090","WI",55,81,"Monroe County","H1"
"3091","WI",55,83,"Oconto County","H1"
"3092","WI",55,85,"Oneida County","H1"
"3093","WI",55,87,"Outagamie County","H1"
"3094","WI",55,89,"Ozaukee County","H1"
"3095","WI",55,91,"Pepin County","H1"
"3096","WI",55,93,"Pierce County","H1"
"3097","WI",55,95,"Polk County","H1"
"3098","WI",55,97,"Portage County","H1"
"3099","WI",55,99,"Price County","H1"
"3100","WI",55,101,"Racine County","H1"
"3101","WI",55,103,"Richland County","H1"
"3102","WI",55,105,"Rock County","H1"
"3103","WI",55,107,"Rusk County","H1"
"3104","WI",55,109,"St. Croix County","H1"
"3105","WI",55,111,"Sauk County","H1"
"3106","WI",55,113,"Sawyer County","H1"
"3107","WI",55,115,"Shawano County","H1"
"3108","WI",55,117,"Sheboygan County","H1"
"3109","WI",55,119,"Taylor County","H1"
"3110","WI",55,121,"Trempealeau County","H1"
"3111","WI",55,123,"Vernon County","H1"
"3112","WI",55,125,"Vilas County","H1"
"3113","WI",55,127,"Walworth County","H1"
"3114","WI",55,129,"Washburn County","H1"
"3115","WI",55,131,"Washington County","H1"
"3116","WI",55,133,"Waukesha County","H1"
"3117","WI",55,135,"Waupaca County","H1"
"3118","WI",55,137,"Waushara County","H1"
"3119","WI",55,139,"Winnebago County","H1"
"3120","WI",55,141,"Wood County","H1"
"3121","WY",56,1,"Albany County","H1"
"3122","WY",56,3,"Big Horn County","H1"
"3123","WY",56,5,"Campbell County","H1"
"3124","WY",56,7,"Carbon County","H1"
"3125","WY",56,9,"Converse County","H1"
"3126","WY",56,11,"Crook County","H1"
"3127","WY",56,13,"Fremont County","H1"
"3128","WY",56,15,"Goshen County","H1"
"3129","WY",56,17,"Hot Springs County","H1"
"3130","WY",56,19,"Johnson County","H1"
"3131","WY",56,21,"Laramie County","H1"
"3132","WY",56,23,"Lincoln County","H1"
"3133","WY",56,25,"Natrona County","H1"
"3134","WY",56,27,"Niobrara County","H1"
"3135","WY",56,29,"Park County","H1"
"3136","WY",56,31,"Platte County","H1"
"3137","WY",56,33,"Sheridan County","H1"
"3138","WY",56,35,"Sublette County","H1"
"3139","WY",56,37,"Sweetwater County","H1"
"3140","WY",56,39,"Teton County","H1"
"3141","WY",56,41,"Uinta County","H1"
"3142","WY",56,43,"Washakie County","H1"
"3143","WY",56,45,"Weston County","H1"
"3144","AS",60,10,"Eastern District","H1"
"3145","AS",60,20,"Manu'a District","H1"
"3146","AS",60,30,"Rose Island","H4"
"3147","AS",60,40,"Swains Island","H4"
"3148","AS",60,50,"Western District","H1"
"3149","GU",66,10,"Guam","H4"
"3150","MP",69,85,"Northern Islands Municipality","H1"
"3151","MP",69,100,"Rota Municipality","H1"
"3152","MP",69,110,"Saipan Municipality","H1"
"3153","MP",69,120,"Tinian Municipality","H1"
"3154","PR",72,1,"Adjuntas Municipio","H1"
"3155","PR",72,3,"Aguada Municipio","H1"
"3156","PR",72,5,"Aguadilla Municipio","H1"
"3157","PR",72,7,"Aguas Buenas Municipio","H1"
"3158","PR",72,9,"Aibonito Municipio","H1"
"3159","PR",72,11,"Anasco Municipio","H1"
"3160","PR",72,13,"Arecibo Municipio","H1"
"3161","PR",72,15,"Arroyo Municipio","H1"
"3162","PR",72,17,"Barceloneta Municipio","H1"
"3163","PR",72,19,"Barranquitas Municipio","H1"
"3164","PR",72,21,"Bayamon Municipio","H1"
"3165","PR",72,23,"Cabo Rojo Municipio","H1"
"3166","PR",72,25,"Caguas Municipio","H1"
"3167","PR",72,27,"Camuy Municipio","H1"
"3168","PR",72,29,"Canovanas Municipio","H1"
"3169","PR",72,31,"Carolina Municipio","H1"
"3170","PR",72,33,"Catano Municipio","H1"
"3171","PR",72,35,"Cayey Municipio","H1"
"3172","PR",72,37,"Ceiba Municipio","H1"
"3173","PR",72,39,"Ciales Municipio","H1"
"3174","PR",72,41,"Cidra Municipio","H1"
"3175","PR",72,43,"Coamo Municipio","H1"
"3176","PR",72,45,"Comerio Municipio","H1"
"3177","PR",72,47,"Corozal Municipio","H1"
"3178","PR",72,49,"Culebra Municipio","H1"
"3179","PR",72,51,"Dorado Municipio","H1"
"3180","PR",72,53,"Fajardo Municipio","H1"
"3181","PR",72,54,"Florida Municipio","H1"
"3182","PR",72,55,"Guanica Municipio","H1"
"3183","PR",72,57,"Guayama Municipio","H1"
"3184","PR",72,59,"Guayanilla Municipio","H1"
"3185","PR",72,61,"Guaynabo Municipio","H1"
"3186","PR",72,63,"Gurabo Municipio","H1"
"3187","PR",72,65,"Hatillo Municipio","H1"
"3188","PR",72,67,"Hormigueros Municipio","H1"
